sigma,psi,phi2,hopf_rF
2.5,0.05,1,0.06101202605477424
2.5,0.05,1.1,0.06140549756529317
2.5,0.05,1.2000000000000002,0.061733436463236445
2.5,0.05,1.3000000000000003,0.062010956021105866
2.5,0.05,1.4000000000000001,0.06224885395299873
2.5,0.05,1.5,0.0624550501610118
2.5,0.1,0.1,0.05333776509516027
2.5,0.1,0.2,0.05514866921518417
2.5,0.1,0.30000000000000004,0.058633811311708486
2.5,0.1,0.4,0.06037917935909646
2.5,0.1,0.5,0.06142734883062538
2.5,0.1,0.6,0.06212653698567565
2.5,0.1,0.7000000000000001,0.06262616151068502
2.5,0.1,0.8,0.06300099339267508
2.5,0.1,0.9,0.06329259731252036
2.5,0.1,1,0.06352592366977695
2.5,0.1,1.1,0.06371685582791374
2.5,0.1,1.2000000000000002,0.06387598585477412
2.5,0.1,1.3000000000000003,0.06401064853244359
2.5,0.1,1.4000000000000001,0.06412608408145484
2.5,0.1,1.5,0.06422613601335272
2.5,0.15000000000000002,0.1,0.054973858257464855
2.5,0.15000000000000002,0.2,0.0604587020830658
2.5,0.15000000000000002,0.30000000000000004,0.062322910162110064
2.5,0.15000000000000002,0.4,0.06325608920253116
2.5,0.15000000000000002,0.5,0.06381636102189564
2.5,0.15000000000000002,0.6,0.06419003243351765
2.5,0.15000000000000002,0.7000000000000001,0.06445701906212212
2.5,0.15000000000000002,0.8,0.06465730259661161
2.5,0.15000000000000002,0.9,0.06481310478262009
2.5,0.15000000000000002,1,0.06493776311880554
2.5,0.15000000000000002,1.1,0.06538799375722035
2.5,0.15000000000000002,1.2000000000000002,0.06621744330920833
2.5,0.15000000000000002,1.3000000000000003,0.06691937084309446
2.5,0.15000000000000002,1.4000000000000001,0.06752108572266334
2.5,0.15000000000000002,1.5,0.06804261893433278
2.5,0.2,0.1,0.06015091496002519
2.5,0.2,0.2,0.06341313113552557
2.5,0.2,0.30000000000000004,0.06450118328289861
2.5,0.2,0.4,0.06528833943415044
2.5,0.2,0.5,0.0673654136543778
2.5,0.2,0.6,0.06875103130671667
2.5,0.2,0.7000000000000001,0.06974120934833958
2.5,0.2,0.8,0.07048409336651253
2.5,0.2,0.9,0.07106204216708231
2.5,0.2,1,0.07152449661211134
2.5,0.2,1.1,0.07190293194886804
2.5,0.2,1.2000000000000002,0.07221833864717096
2.5,0.2,1.3000000000000003,0.07248525257009336
2.5,0.2,1.4000000000000001,0.07271405888383511
2.5,0.2,1.5,0.07291237488482734
2.5,0.25,0.1,0.06340491875500018
2.5,0.25,0.2,0.06707056326789564
2.5,0.25,0.30000000000000004,0.07012054035559984
2.5,0.25,0.4,0.07164780871191566
2.5,0.25,0.5,0.07256494285088017
2.5,0.25,0.6,0.07317669850905269
2.5,0.25,0.7000000000000001,0.07361383340790775
2.5,0.25,0.8,0.07394177705707955
2.5,0.25,0.9,0.07419689975699739
2.5,0.25,1,0.07440103313381344
2.5,0.25,1.1,0.07456807479668236
2.5,0.25,1.2000000000000002,0.07470729239245642
2.5,0.25,1.3000000000000003,0.07482510346089297
2.5,0.25,1.4000000000000001,0.07492609284752105
2.5,0.25,1.5,0.07511532551978044
2.5,0.30000000000000004,0.1,0.06782531229764531
2.5,0.30000000000000004,0.2,0.0724345002664257
2.5,0.30000000000000004,0.30000000000000004,0.07397355231938225
2.5,0.30000000000000004,0.4,0.07474364881617918
2.5,0.30000000000000004,0.5,0.07610067590754031
2.5,0.30000000000000004,0.6,0.07774891483860437
2.5,0.30000000000000004,0.7000000000000001,0.07892677088219195
2.5,0.30000000000000004,0.8,0.07981046413693432
2.5,0.30000000000000004,0.9,0.08049796163966522
2.5,0.30000000000000004,1,0.08104807437125655
2.5,0.30000000000000004,1.1,0.08149824299054641
2.5,0.30000000000000004,1.2000000000000002,0.08187343632041354
2.5,0.30000000000000004,1.3000000000000003,0.08219094527839509
2.5,0.30000000000000004,1.4000000000000001,0.08246312341423828
2.5,0.30000000000000004,1.5,0.08269903181106478
2.5,0.35000000000000003,0.1,0.07297605241464855
2.5,0.35000000000000003,0.2,0.07717893573185645
2.5,0.35000000000000003,0.30000000000000004,0.08038847727704622
2.5,0.35000000000000003,0.4,0.08199561356327584
2.5,0.35000000000000003,0.5,0.08296069750369464
2.5,0.35000000000000003,0.6,0.08360443219717545
2.5,0.35000000000000003,0.7000000000000001,0.0840644155176222
2.5,0.35000000000000003,0.8,0.08440949895411119
2.5,0.35000000000000003,0.9,0.08467795467957161
2.5,0.35000000000000003,1,0.08489275579840115
2.5,0.35000000000000003,1.1,0.08540928908871219
2.5,0.35000000000000003,1.2000000000000002,0.0862842637554766
2.5,0.35000000000000003,1.3000000000000003,0.087024717396228607
2.5,0.35000000000000003,1.4000000000000001,0.08765945821018037
2.5,0.35000000000000003,1.5,0.08820961656340445
2.5,0.4,0.1,0.07907731217551395
2.5,0.4,0.2,0.08356451907978923
2.5,0.4,0.30000000000000004,0.08523838644075579
2.5,0.4,0.4,0.08812383770774529
2.5,0.4,0.5,0.08985678542887707
2.5,0.4,0.6,0.09101280610712607
2.5,0.4,0.7000000000000001,0.09183889656531355
2.5,0.4,0.8,0.09245866506272311
2.5,0.4,0.9,0.09294082747934936
2.5,0.4,1,0.09332663383447484
2.5,0.4,1.1,0.09364234445883786
2.5,0.4,1.2000000000000002,0.09390547182441267
2.5,0.4,1.3000000000000003,0.09412814315399418
2.5,0.4,1.4000000000000001,0.09431902267760256
2.5,0.4,1.5,0.09448446537180123
2.5,0.45,0.1,0.08494789631543437
2.5,0.45,0.2,0.09151595519169632
2.5,0.45,0.30000000000000004,0.09374052119724867
2.5,0.45,0.4,0.09485393306391107
2.5,0.45,0.5,0.09695534660960949
2.5,0.45,0.6,0.09862445010116022
2.5,0.45,0.7000000000000001,0.0998172111904878
2.5,0.45,0.8,0.10071208422070331
2.5,0.45,0.9,0.10140827769761097
2.5,0.45,1,0.10196534758519181
2.5,0.45,1.1,0.10242120867358064
2.5,0.45,1.2000000000000002,0.10280114590082659
2.5,0.45,1.3000000000000003,0.10312266904926867
2.5,0.45,1.4000000000000001,0.10339828801017771
2.5,0.45,1.5,0.10363717852308704
2.5,0.5,0.1,0.09392749178540015
2.5,0.5,0.2,0.10043038661898726
2.5,0.5,0.30000000000000004,0.10317118360651262
2.5,0.5,0.4,0.10454319107196977
2.5,0.5,0.5,0.10624268676186237
2.5,0.5,0.6,0.10810358031676583
2.5,0.5,0.7000000000000001,0.1094333998063777
2.5,0.5,0.8,0.11043110300376115
2.5,0.5,0.9,0.11120729729519528
2.5,0.5,1,0.11182838168624998
2.5,0.5,1.1,0.11233662749984034
2.5,0.5,1.2000000000000002,0.11276022504134726
2.5,0.5,1.3000000000000003,0.11311869608190092
2.5,0.5,1.4000000000000001,0.11342598799706421
2.5,0.5,1.5,0.11369233090044378
2.5,0.55,0.1,0.10415971889270997
2.5,0.55,0.2,0.11129281372518988
2.5,0.55,0.30000000000000004,0.11404970750465211
2.5,0.55,0.4,0.1162421434359444
2.5,0.55,0.5,0.11863786198543137
2.5,0.55,0.6,0.12023602703568108
2.5,0.55,0.7000000000000001,0.12137808361286613
2.5,0.55,0.8,0.12223490926841282
2.5,0.55,0.9,0.12290149895989222
2.5,0.55,1,0.12343487858421942
2.5,0.55,1.1,0.12387135191268278
2.5,0.55,1.2000000000000002,0.12423512934232843
2.5,0.55,1.3000000000000003,0.12454297643931056
2.5,0.55,1.4000000000000001,0.12480687132943241
2.5,0.55,1.5,0.12513407816809158
2.5,0.6000000000000001,0.1,0.1173574642757473
2.5,0.6000000000000001,0.2,0.12424437195240835
2.5,0.6000000000000001,0.30000000000000004,0.128674604780417
2.5,0.6000000000000001,0.4,0.1314151970764634
2.5,0.6000000000000001,0.5,0.13306101383499946
2.5,0.6000000000000001,0.6,0.13415885429992147
2.5,0.6000000000000001,0.7000000000000001,0.13494334095048013
2.5,0.6000000000000001,0.8,0.13653402623742
2.5,0.6000000000000001,0.9,0.13785460842814015
2.5,0.6000000000000001,1,0.13891129923534104
2.5,0.6000000000000001,1.1,0.13977601427864633
2.5,0.6000000000000001,1.2000000000000002,0.1404967137494177
2.5,0.6000000000000001,1.3000000000000003,0.14110661029099617
2.5,0.6000000000000001,1.4000000000000001,0.14162943289757998
2.5,0.6000000000000001,1.5,0.14208258638855006
2.5,0.65,0.1,0.13381564376619404
2.5,0.65,0.2,0.1423710722354133
2.5,0.65,0.30000000000000004,0.14632168506431037
2.5,0.65,0.4,0.14988359517274252
2.5,0.65,0.5,0.15202272715339038
2.5,0.65,0.6,0.1534496703498439
2.5,0.65,0.7000000000000001,0.15446934344047092
2.5,0.65,0.8,0.15560086557994815
2.5,0.65,0.9,0.15712689528826335
2.5,0.65,1,0.15834797967601247
2.5,0.65,1.1,0.15934722223758968
2.5,0.65,1.2000000000000002,0.16018004434634847
2.5,0.65,1.3000000000000003,0.16088482557018075
2.5,0.65,1.4000000000000001,0.161488986460914
2.5,0.65,1.5,0.16201263954231138
2.5,0.7000000000000001,0.1,0.15587410718250025
2.5,0.7000000000000001,0.2,0.1652494673862886
2.5,0.7000000000000001,0.30000000000000004,0.17109697517975692
2.5,0.7000000000000001,0.4,0.17402499021426665
2.5,0.7000000000000001,0.5,0.1766440099738981
2.5,0.7000000000000001,0.6,0.17910586218187297
2.5,0.7000000000000001,0.7000000000000001,0.18086512492887952
2.5,0.7000000000000001,0.8,0.18218501443563423
2.5,0.7000000000000001,0.9,0.18321186032585157
2.5,0.7000000000000001,1,0.18403350555474765
2.5,0.7000000000000001,1.1,0.18470587293628726
2.5,0.7000000000000001,1.2000000000000002,0.18563022058660963
2.5,0.7000000000000001,1.3000000000000003,0.1867527027640587
2.5,0.7000000000000001,1.4000000000000001,0.1877149311054668
2.5,0.7000000000000001,1.5,0.18854893782810084
2.5,0.75,0.1,0.18718068055039128
2.5,0.75,0.2,NA
2.5,0.75,0.30000000000000004,NA
2.5,0.75,0.4,NA
2.5,0.75,0.5,NA
2.5,0.75,0.6,NA
2.5,0.75,0.7000000000000001,NA
2.5,0.75,0.8,NA
2.5,0.75,0.9,NA
2.5,0.75,1,NA
2.5,0.75,1.1,NA
2.5,0.75,1.2000000000000002,NA
2.5,0.75,1.3000000000000003,NA
2.5,0.75,1.4000000000000001,NA
2.5,0.75,1.5,NA
2.5,0.8,0.1,NA
2.5,0.8,0.2,NA
2.5,0.8,0.30000000000000004,NA
2.5,0.8,0.4,NA
2.5,0.8,0.5,NA
2.5,0.8,0.6,NA
2.5,0.8,0.7000000000000001,NA
2.5,0.8,0.8,NA
2.5,0.8,0.9,NA
2.5,0.8,1,NA
2.5,0.8,1.1,NA
2.5,0.8,1.2000000000000002,NA
2.5,0.8,1.3000000000000003,NA
2.5,0.8,1.4000000000000001,NA
2.5,0.8,1.5,NA
2.5,0.8500000000000001,0.1,NA
2.5,0.8500000000000001,0.2,NA
2.5,0.8500000000000001,0.30000000000000004,NA
2.5,0.8500000000000001,0.4,NA
2.5,0.8500000000000001,0.5,NA
2.5,0.8500000000000001,0.6,NA
2.5,0.8500000000000001,0.7000000000000001,NA
2.5,0.8500000000000001,0.8,NA
2.5,0.8500000000000001,0.9,NA
2.5,0.8500000000000001,1,NA
2.5,0.8500000000000001,1.1,NA
2.5,0.8500000000000001,1.2000000000000002,NA
2.5,0.8500000000000001,1.3000000000000003,NA
2.5,0.8500000000000001,1.4000000000000001,NA
2.5,0.8500000000000001,1.5,NA
2.5,0.9,0.1,NA
2.5,0.9,0.2,NA
2.5,0.9,0.30000000000000004,NA
2.5,0.9,0.4,NA
2.5,0.9,0.5,NA
2.5,0.9,0.6,NA
2.5,0.9,0.7000000000000001,NA
2.5,0.9,0.8,NA
2.5,0.9,0.9,NA
2.5,0.9,1,NA
2.5,0.9,1.1,NA
2.5,0.9,1.2000000000000002,NA
2.5,0.9,1.3000000000000003,NA
2.5,0.9,1.4000000000000001,NA
2.5,0.9,1.5,NA
2.5,0.9500000000000001,0.1,NA
2.5,0.9500000000000001,0.2,NA
2.5,0.9500000000000001,0.30000000000000004,NA
2.5,0.9500000000000001,0.4,NA
2.5,0.9500000000000001,0.5,NA
2.5,0.9500000000000001,0.6,NA
2.5,0.9500000000000001,0.7000000000000001,NA
2.5,0.9500000000000001,0.8,NA
2.5,0.9500000000000001,0.9,NA
2.5,0.9500000000000001,1,NA
2.5,0.9500000000000001,1.1,NA
2.5,0.9500000000000001,1.2000000000000002,NA
2.5,0.9500000000000001,1.3000000000000003,NA
2.5,0.9500000000000001,1.4000000000000001,NA
2.5,0.9500000000000001,1.5,NA
2.5,1,0.1,NA
2.5,1,0.2,NA
2.5,1,0.30000000000000004,NA
2.5,1,0.4,NA
2.5,1,0.5,NA
2.5,1,0.6,NA
2.5,1,0.7000000000000001,NA
2.5,1,0.8,NA
2.5,1,0.9,NA
2.5,1,1,NA
2.5,1,1.1,NA
2.5,1,1.2000000000000002,NA
2.5,1,1.3000000000000003,NA
2.5,1,1.4000000000000001,NA
2.5,1,1.5,NA
2.75,0,0.1,0.060331383476317904
2.75,0,0.2,0.06280397186998846
2.75,0,0.30000000000000004,0.06363259462067258
2.75,0,0.4,0.06404786101643434
2.75,0,0.5,0.06429734506177151
2.75,0,0.6,0.06446380744433525
2.75,0,0.7000000000000001,0.06458277906835702
2.75,0,0.8,0.06467204661593072
2.75,0,0.9,0.06474150020494393
2.75,0,1,0.06479707786905896
2.75,0,1.1,0.06484256035294712
2.75,0,1.2000000000000002,0.06488046923355122
2.75,0,1.3000000000000003,0.06491255083789824
2.75,0,1.4000000000000001,0.0649400529155451
2.75,0,1.5,0.06496389071660406
2.75,0.05,0.1,0.06313946693663972
2.75,0.05,0.2,0.06433500481715289
2.75,0.05,0.30000000000000004,0.06473392216035347
2.75,0.05,0.4,0.0649334677021203
2.75,0.05,0.5,0.06600880726637046
2.75,0.05,0.6,0.06752345013752799
2.75,0.05,0.7000000000000001,0.06860633214789176
2.75,0.05,0.8,0.06941904603080452
2.75,0.05,0.9,0.07005148802958212
2.75,0.05,1,0.07055765219154451
2.75,0.05,1.1,0.0709719267347507
2.75,0.05,1.2000000000000002,0.07131725250103146
2.75,0.05,1.3000000000000003,0.07160952042852131
2.75,0.05,1.4000000000000001,0.07186008649524242
2.75,0.05,1.5,0.07207728174475747
2.75,0.1,0.1,0.06463359428253576
2.75,0.1,0.2,0.06796497922348946
2.75,0.1,0.30000000000000004,0.07039163406290716
2.75,0.1,0.4,0.07160898856370812
2.75,0.1,0.5,0.07234077013124329
2.75,0.1,0.6,0.07282921472867311
2.75,0.1,0.7000000000000001,0.07317839931636615
2.75,0.1,0.8,0.07344045196252127
2.75,0.1,0.9,0.07364436913674806
2.75,0.1,1,0.07380756546239521
2.75,0.1,1.1,0.07394113140760421
2.75,0.1,1.2000000000000002,0.0740524651853168
2.75,0.1,1.3000000000000003,0.07414669125638153
2.75,0.1,1.4000000000000001,0.07422747152785736
2.75,0.1,1.5,0.07429749238702947
2.75,0.15000000000000002,0.1,0.0700853198779434
2.75,0.15000000000000002,0.2,0.07280882386452053
2.75,0.15000000000000002,0.30000000000000004,0.0737216771231978
2.75,0.15000000000000002,0.4,0.07417918673242552
2.75,0.15000000000000002,0.5,0.07445406018179258
2.75,0.15000000000000002,0.6,0.07463746757452891
2.75,0.15000000000000002,0.7000000000000001,0.07476855216129734
2.75,0.15000000000000002,0.8,0.07486690964331272
2.75,0.15000000000000002,0.9,0.07494343630613978
2.75,0.15000000000000002,1,0.07508521082990433
2.75,0.15000000000000002,1.1,0.07599882152712521
2.75,0.15000000000000002,1.2000000000000002,0.07676037921098962
2.75,0.15000000000000002,1.3000000000000003,0.07740492790341183
2.75,0.15000000000000002,1.4000000000000001,0.0779575108396482
2.75,0.15000000000000002,1.5,0.0784365004480669
2.75,0.2,0.1,0.07364975199870662
2.75,0.2,0.2,0.07481666874304796
2.75,0.2,0.30000000000000004,0.0771566263840886
2.75,0.2,0.4,0.07920139162233003
2.75,0.2,0.5,0.08043067476050449
2.75,0.2,0.6,0.08125124215454177
2.75,0.2,0.7000000000000001,0.08183788526871878
2.75,0.2,0.8,0.0822781584624101
2.75,0.2,0.9,0.08262076756087301
2.75,0.2,1,0.08289496570828604
2.75,0.2,1.1,0.08311938348121133
2.75,0.2,1.2000000000000002,0.08330644935392914
2.75,0.2,1.3000000000000003,0.08346477229746146
2.75,0.2,1.4000000000000001,0.08360050437175114
2.75,0.2,1.5,0.08371815883890671
2.75,0.25,0.1,0.07826822348678329
2.75,0.25,0.2,0.08199668813414633
2.75,0.25,0.30000000000000004,0.08324744084546448
2.75,0.25,0.4,0.08387453048717745
2.75,0.25,0.5,0.08425136622200649
2.75,0.25,0.6,0.08450284086122924
2.75,0.25,0.7000000000000001,0.08468259118087841
2.75,0.25,0.8,0.08481747366747418
2.75,0.25,0.9,0.08492242407880984
2.75,0.25,1,0.085086226973094925
2.75,0.25,1.1,0.08601073259221452
2.75,0.25,1.2000000000000002,0.08678137204633185
2.75,0.25,1.3000000000000003,0.08743360721789903
2.75,0.25,1.4000000000000001,0.0879927799600301
2.75,0.25,1.5,0.08847748177904723
2.75,0.30000000000000004,0.1,0.08362883033306076
2.75,0.30000000000000004,0.2,0.08503994535089186
2.75,0.30000000000000004,0.30000000000000004,0.08855921083929805
2.75,0.30000000000000004,0.4,0.09032490485211288
2.75,0.30000000000000004,0.5,0.09138638191219121
2.75,0.30000000000000004,0.6,0.09209492186727544
2.75,0.30000000000000004,0.7000000000000001,0.09260146687605514
2.75,0.30000000000000004,0.8,0.09298162287177066
2.75,0.30000000000000004,0.9,0.0932774479945431
2.75,0.30000000000000004,1,0.09351420233249888
2.75,0.30000000000000004,1.1,0.09370797318658518
2.75,0.30000000000000004,1.2000000000000002,0.0938694923009347
2.75,0.30000000000000004,1.3000000000000003,0.09400619329102512
2.75,0.30000000000000004,1.4000000000000001,0.09412338825797573
2.75,0.30000000000000004,1.5,0.09422497423141225
2.75,0.35000000000000003,0.1,0.09045081205749968
2.75,0.35000000000000003,0.2,0.09336875188783023
2.75,0.35000000000000003,0.30000000000000004,0.09434650982118047
2.75,0.35000000000000003,0.4,0.09483649150606216
2.75,0.35000000000000003,0.5,0.09605937380042001
2.75,0.35000000000000003,0.6,0.09764993905506308
2.75,0.35000000000000003,0.7000000000000001,0.09878710177787545
2.75,0.35000000000000003,0.8,0.09964055421777601
2.75,0.35000000000000003,0.9,0.10030469856327748
2.75,0.35000000000000003,1,0.10083623528493145
2.75,0.35000000000000003,1.1,0.10127127630931873
2.75,0.35000000000000003,1.2000000000000002,0.10163391239666189
2.75,0.35000000000000003,1.3000000000000003,0.10194083102973092
2.75,0.35000000000000003,1.4000000000000001,0.10220395741627963
2.75,0.35000000000000003,1.5,0.10243204020375814
2.75,0.4,0.1,0.09641400857514268
2.75,0.4,0.2,0.10136747528271024
2.75,0.4,0.30000000000000004,0.1030298913829264
2.75,0.4,0.4,0.10386353326988339
2.75,0.4,0.5,0.10436454530258311
2.75,0.4,0.6,0.10469890976267171
2.75,0.4,0.7000000000000001,0.10493791999624821
2.75,0.4,0.8,0.10591241972578434
2.75,0.4,0.9,0.10699828683446058
2.75,0.4,1,0.10786734496623744
2.75,0.4,1.1,0.10857863523953276
2.75,0.4,1.2000000000000002,0.10917154498998408
2.75,0.4,1.3000000000000003,0.10967335763309709
2.75,0.4,1.4000000000000001,0.11010357050971127
2.75,0.4,1.5,0.11047648742701029
2.75,0.45,0.1,0.10471866777515136
2.75,0.45,0.2,0.11013504575082088
2.75,0.45,0.30000000000000004,0.11228364398293765
2.75,0.45,0.4,0.11336128889577658
2.75,0.45,0.5,0.11400901284818092
2.75,0.45,0.6,0.11444131899202972
2.75,0.45,0.7000000000000001,0.11475035455796652
2.75,0.45,0.8,0.11498226758254373
2.75,0.45,0.9,0.11610205927454227
2.75,0.45,1,0.11708018797434054
2.75,0.45,1.1,0.11788074848886654
2.75,0.45,1.2000000000000002,0.11854807132886959
2.75,0.45,1.3000000000000003,0.11911286403727685
2.75,0.45,1.4000000000000001,0.11959707092169748
2.75,0.45,1.5,0.12001679095948313
2.75,0.5,0.1,0.11492481136625968
2.75,0.5,0.2,0.12085957931430137
2.75,0.5,0.30000000000000004,0.12292457466534741
2.75,0.5,0.4,0.12396019754845176
2.75,0.5,0.5,0.1245826332093464
2.75,0.5,0.6,0.12499804809950016
2.75,0.5,0.7000000000000001,0.126599401994455
2.75,0.5,0.8,0.1278077164584512
2.75,0.5,0.9,0.12874801220624024
2.75,0.5,1,0.1295005638923369
2.75,0.5,1.1,0.13011649783940074
2.75,0.5,1.2000000000000002,0.13062992125157422
2.75,0.5,1.3000000000000003,0.1310644600020809
2.75,0.5,1.4000000000000001,0.13143699765739053
2.75,0.5,1.5,0.13175992047711788
2.75,0.55,0.1,0.12892418770296615
2.75,0.55,0.2,0.13339861491089347
2.75,0.55,0.30000000000000004,0.1348989234800777
2.75,0.55,0.4,0.137674921165726
2.75,0.55,0.5,0.13953269294662488
2.75,0.55,0.6,0.14077280675381515
2.75,0.55,0.7000000000000001,0.14165940336180716
2.75,0.55,0.8,0.14232479583991894
2.75,0.55,0.9,0.14284259015166287
2.75,0.55,1,0.1432569952370603
2.75,0.55,1.1,0.1435961669149666
2.75,0.55,1.2000000000000002,0.14387888810888885
2.75,0.55,1.3000000000000003,0.14411816948464518
2.75,0.55,1.4000000000000001,0.14432330865129642
2.75,0.55,1.5,0.14450112653533578
2.75,0.6000000000000001,0.1,0.14412406851221354
2.75,0.6000000000000001,0.2,0.15024207253043573
2.75,0.6000000000000001,0.30000000000000004,0.1528990688743896
2.75,0.6000000000000001,0.4,0.15423169295227546
2.75,0.6000000000000001,0.5,0.15512403895200033
2.75,0.6000000000000001,0.6,0.15715391476496227
2.75,0.6000000000000001,0.7000000000000001,0.15860516150278078
2.75,0.6000000000000001,0.8,0.15969433849329553
2.75,0.6000000000000001,0.9,0.16054192101476214
2.75,0.6000000000000001,1,0.16122026985611917
2.75,0.6000000000000001,1.1,0.16177547089753383
2.75,0.6000000000000001,1.2000000000000002,0.1622382686944372
2.75,0.6000000000000001,1.3000000000000003,0.16262995978164174
2.75,0.6000000000000001,1.4000000000000001,0.16296576309920968
2.75,0.6000000000000001,1.5,0.16325684367106294
2.75,0.65,0.1,0.1644089779157965
2.75,0.65,0.2,0.17131863752089618
2.75,0.65,0.30000000000000004,0.1739618750650753
2.75,0.65,0.4,0.17589207494085413
2.75,0.65,0.5,0.17836487401370357
2.75,0.65,0.6,0.18001555016885074
2.75,0.65,0.7000000000000001,0.18119567815860163
2.75,0.65,0.8,0.18208137060289065
2.75,0.65,0.9,0.1827706001301738
2.75,0.65,1,0.18332221111343958
2.75,0.65,1.1,0.18377368060605753
2.75,0.65,1.2000000000000002,0.1841500098995087
2.75,0.65,1.3000000000000003,0.18446851710066173
2.75,0.65,1.4000000000000001,0.18474157801731833
2.75,0.65,1.5,0.18497827183361687
2.75,0.7000000000000001,0.1,0.19230392533670343
2.75,0.7000000000000001,0.2,NA
2.75,0.7000000000000001,0.30000000000000004,NA
2.75,0.7000000000000001,0.4,NA
2.75,0.7000000000000001,0.5,NA
2.75,0.7000000000000001,0.6,NA
2.75,0.7000000000000001,0.7000000000000001,NA
2.75,0.7000000000000001,0.8,NA
2.75,0.7000000000000001,0.9,NA
2.75,0.7000000000000001,1,NA
2.75,0.7000000000000001,1.1,NA
2.75,0.7000000000000001,1.2000000000000002,NA
2.75,0.7000000000000001,1.3000000000000003,NA
2.75,0.7000000000000001,1.4000000000000001,NA
2.75,0.7000000000000001,1.5,NA
2.75,0.75,0.1,NA
2.75,0.75,0.2,NA
2.75,0.75,0.30000000000000004,NA
2.75,0.75,0.4,NA
2.75,0.75,0.5,NA
2.75,0.75,0.6,NA
2.75,0.75,0.7000000000000001,NA
2.75,0.75,0.8,NA
2.75,0.75,0.9,NA
2.75,0.75,1,NA
2.75,0.75,1.1,NA
2.75,0.75,1.2000000000000002,NA
2.75,0.75,1.3000000000000003,NA
2.75,0.75,1.4000000000000001,NA
2.75,0.75,1.5,NA
2.75,0.8,0.1,NA
2.75,0.8,0.2,NA
2.75,0.8,0.30000000000000004,NA
2.75,0.8,0.4,NA
2.75,0.8,0.5,NA
2.75,0.8,0.6,NA
2.75,0.8,0.7000000000000001,NA
2.75,0.8,0.8,NA
2.75,0.8,0.9,NA
2.75,0.8,1,NA
2.75,0.8,1.1,NA
2.75,0.8,1.2000000000000002,NA
2.75,0.8,1.3000000000000003,NA
2.75,0.8,1.4000000000000001,NA
2.75,0.8,1.5,NA
2.75,0.8500000000000001,0.1,NA
2.75,0.8500000000000001,0.2,NA
2.75,0.8500000000000001,0.30000000000000004,NA
2.75,0.8500000000000001,0.4,NA
2.75,0.8500000000000001,0.5,NA
2.75,0.8500000000000001,0.6,NA
2.75,0.8500000000000001,0.7000000000000001,NA
2.75,0.8500000000000001,0.8,NA
2.75,0.8500000000000001,0.9,NA
2.75,0.8500000000000001,1,NA
2.75,0.8500000000000001,1.1,NA
2.75,0.8500000000000001,1.2000000000000002,NA
2.75,0.8500000000000001,1.3000000000000003,NA
2.75,0.8500000000000001,1.4000000000000001,NA
2.75,0.8500000000000001,1.5,NA
2.75,0.9,0.1,NA
2.75,0.9,0.2,NA
2.75,0.9,0.30000000000000004,NA
2.75,0.9,0.4,NA
2.75,0.9,0.5,NA
2.75,0.9,0.6,NA
2.75,0.9,0.7000000000000001,NA
2.75,0.9,0.8,NA
2.75,0.9,0.9,NA
2.75,0.9,1,NA
2.75,0.9,1.1,NA
2.75,0.9,1.2000000000000002,NA
2.75,0.9,1.3000000000000003,NA
2.75,0.9,1.4000000000000001,NA
2.75,0.9,1.5,NA
2.75,0.9500000000000001,0.1,NA
2.75,0.9500000000000001,0.2,NA
2.75,0.9500000000000001,0.30000000000000004,NA
2.75,0.9500000000000001,0.4,NA
2.75,0.9500000000000001,0.5,NA
2.75,0.9500000000000001,0.6,NA
2.75,0.9500000000000001,0.7000000000000001,NA
2.75,0.9500000000000001,0.8,NA
2.75,0.9500000000000001,0.9,NA
2.75,0.9500000000000001,1,NA
2.75,0.9500000000000001,1.1,NA
2.75,0.9500000000000001,1.2000000000000002,NA
2.75,0.9500000000000001,1.3000000000000003,NA
2.75,0.9500000000000001,1.4000000000000001,NA
2.75,0.9500000000000001,1.5,NA
2.75,1,0.1,NA
2.75,1,0.2,NA
2.75,1,0.30000000000000004,NA
2.75,1,0.4,NA
2.75,1,0.5,NA
2.75,1,0.6,NA
2.75,1,0.7000000000000001,NA
2.75,1,0.8,NA
2.75,1,0.9,NA
2.75,1,1,NA
2.75,1,1.1,NA
2.75,1,1.2000000000000002,NA
2.75,1,1.3000000000000003,NA
2.75,1,1.4000000000000001,NA
2.75,1,1.5,NA
3,0,0.1,0.07265619895172075
3,0,0.2,0.07387054213687516
3,0,0.30000000000000004,0.07427825854972026
3,0,0.4,0.07448275154553603
3,0,0.5,0.07460566306607365
3,0,0.6,0.07468769708092814
3,0,0.7000000000000001,0.07474633937780045
3,0,0.8,0.07479034697036754
3,0,0.9,0.07482459060749236
3,0,1,0.07485199537656562
3,0,1.1,0.07487442402591818
3,0,1.2000000000000002,0.07489311910741624
3,0,1.3000000000000003,0.07490894126223413
3,0,1.4000000000000001,0.07492250548265536
3,0,1.5,0.07493426291879333
3,0.05,0.1,0.07446626319726903
3,0.05,0.2,0.07483908008382853
3,0.05,0.30000000000000004,0.07496266272923947
3,0.05,0.4,0.07615924264172733
3,0.05,0.5,0.07792581596745977
3,0.05,0.6,0.07910594273178398
3,0.05,0.7000000000000001,0.07995009934616615
3,0.05,0.8,0.08058388892337533
3,0.05,0.9,0.08107723958083833
3,0.05,1,0.0814721765534834
3,0.05,1.1,0.08179547764565873
3,0.05,1.2000000000000002,0.08206501340577559
